game_date,inning,at_bat_number,pitch_number,pitch_type,pitch_name,release_speed,release_spin_rate,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,stand,balls,strikes,description,events,launch_speed
2026-08-28,4,29,7,SL,Slider,93.1,2242,2.18,6.07,-0.42,0.44,-0.868,3.366,3.27,1.65,R,2,2,hit_into_play,field_out,36.3
2026-08-28,5,36,1,FF,4-Seam Fastball,95.2,2373,1.54,6.25,0.32,1.51,1.204,3.328,3.26,1.64,R,0,0,ball,,
2026-08-28,5,36,2,FF,4-Seam Fastball,94.8,2374,1.71,6.14,0.45,1.42,1.156,2.855,3.26,1.64,R,1,0,foul,,76.9
2026-08-28,5,36,3,SL,Slider,90.5,2099,2.01,6.02,-0.28,0.42,-0.519,2.855,3.26,1.64,R,1,1,hit_into_play,double,92.4
2026-08-28,5,37,1,CU,Curveball,77.3,2514,1.93,6.15,-0.89,-0.49,-1.114,2.467,3.23,1.63,R,0,0,ball,,
2026-08-28,5,37,2,CH,Changeup,85.0,1925,2.29,5.92,1.1,0.49,0.697,2.167,3.23,1.63,R,1,0,foul,,40.3
2026-08-28,5,37,3,CH,Changeup,86.3,1800,2.16,5.89,1.25,0.4,-0.747,0.356,3.23,1.63,R,1,1,blocked_ball,,
2026-08-28,5,37,4,FF,4-Seam Fastball,96.1,2327,1.57,6.22,0.35,1.61,-0.992,2.875,3.23,1.63,R,2,1,foul,,80.3
2026-08-28,5,37,5,CH,Changeup,87.7,1770,2.23,5.91,1.29,0.36,0.46,1.314,3.23,1.63,R,2,2,hit_into_play,field_out,67.8
2026-08-28,5,38,1,CH,Changeup,86.3,1776,2.1,5.91,1.35,0.4,-0.15,1.603,3.23,1.63,R,0,0,foul,,86.0
2026-08-28,5,38,2,FF,4-Seam Fastball,96.9,2381,1.79,6.23,0.44,1.5,-0.074,3.209,3.23,1.63,R,0,1,foul,,76.3
2026-08-28,5,38,3,CH,Changeup,87.3,1783,2.17,5.91,1.33,-0.04,1.108,1.975,3.23,1.63,R,0,2,foul,,63.3
2026-08-28,5,38,4,CH,Changeup,87.6,1811,2.19,5.88,1.04,0.23,-0.453,0.7,3.23,1.63,R,0,2,ball,,
2026-08-28,5,38,5,SL,Slider,90.6,2028,2.26,5.91,-0.17,0.52,0.61,1.775,3.23,1.63,R,1,2,called_strike,strikeout,
2026-08-28,5,39,1,FF,4-Seam Fastball,97.2,2290,1.67,6.17,0.17,1.33,-0.891,2.44,3.18,1.6,L,0,0,called_strike,,
2026-08-28,5,39,2,CH,Changeup,90.4,1901,2.23,5.82,1.16,0.12,-0.609,1.172,3.18,1.6,L,0,1,ball,,
2026-08-28,5,39,3,SI,Sinker,97.1,2185,1.72,6.11,1.16,0.98,-0.048,2.295,3.18,1.6,L,1,1,foul,,60.7
2026-08-28,5,39,4,FF,4-Seam Fastball,99.0,2363,1.7,6.29,0.36,1.45,-0.492,2.668,3.18,1.6,L,1,2,hit_into_play,triple,105.0
2026-08-28,5,40,1,CH,Changeup,87.8,1917,2.24,5.88,1.13,0.22,0.39,2.42,3.18,1.6,R,0,0,hit_into_play,field_out,100.5
2026-08-28,6,47,1,FF,4-Seam Fastball,94.6,2475,1.68,6.24,0.49,1.43,0.828,1.874,3.13,1.58,R,0,0,called_strike,,
2026-08-28,6,47,2,FF,4-Seam Fastball,96.2,2487,1.66,6.15,0.79,1.46,0.028,2.34,3.13,1.58,R,0,1,foul,,77.5
2026-08-28,6,47,3,CH,Changeup,90.0,2007,2.23,5.89,0.96,0.48,1.46,2.223,3.13,1.58,R,0,2,ball,,
2026-08-28,6,47,4,FF,4-Seam Fastball,98.7,2403,1.67,6.14,0.12,1.37,-0.652,2.932,3.13,1.58,R,1,2,foul,,74.4
2026-08-28,6,47,5,CU,Curveball,82.7,2542,1.75,6.03,-0.7,-0.27,-0.87,-0.058,3.13,1.58,R,1,2,ball,,
2026-08-28,6,47,6,CH,Changeup,87.7,1863,2.15,5.91,1.24,0.15,0.262,1.948,3.13,1.58,R,2,2,hit_into_play,single,94.9
2026-08-28,6,48,1,FF,4-Seam Fastball,96.3,2386,1.62,6.19,0.41,1.62,-1.331,2.694,3.09,1.56,R,0,0,ball,,
2026-08-28,6,48,2,FF,4-Seam Fastball,95.5,2315,1.55,6.19,0.29,1.61,-2.286,2.089,3.09,1.56,R,1,0,ball,,
2026-08-28,6,48,3,SL,Slider,90.2,2126,2.2,5.92,-0.08,0.53,-0.544,1.675,3.09,1.56,R,2,0,hit_into_play,force_out,110.2
2026-08-28,6,49,1,SL,Slider,89.7,2126,2.1,6.04,-0.32,0.43,0.109,3.75,3.09,1.56,L,0,0,ball,,
2026-08-28,6,49,2,SI,Sinker,96.4,2184,1.86,6.12,1.15,1.14,0.42,2.309,3.09,1.56,L,1,0,hit_into_play,field_out,85.4
2026-08-28,6,50,1,FF,4-Seam Fastball,97.1,2328,1.59,6.18,0.15,1.46,0.537,2.426,3.27,1.65,R,0,0,hit_into_play,field_out,100.9
2026-09-03,1,1,1,FF,4-Seam Fastball,96.4,2381,1.56,6.27,0.17,1.34,0.067,1.975,3.14,1.58,R,0,0,called_strike,,
2026-09-03,1,1,2,CH,Changeup,89.4,1773,2.0,6.0,1.32,0.21,0.085,1.201,3.14,1.58,R,0,1,ball,,
2026-09-03,1,1,3,CH,Changeup,87.7,1963,2.04,6.04,0.88,0.33,0.24,1.613,3.14,1.58,R,1,1,swinging_strike,,
2026-09-03,1,1,4,CH,Changeup,90.0,2002,1.94,6.09,0.67,0.42,-0.07,-0.137,3.14,1.58,R,1,2,ball,,
2026-09-03,1,1,5,FF,4-Seam Fastball,98.0,2236,1.53,6.4,0.18,1.27,0.168,4.175,3.14,1.58,R,2,2,ball,,
2026-09-03,1,1,6,FF,4-Seam Fastball,98.0,2258,1.67,6.25,0.15,1.35,-0.825,2.448,3.14,1.58,R,3,2,foul,,65.7
2026-09-03,1,1,7,CH,Changeup,89.0,1733,2.1,6.02,1.26,-0.02,0.843,2.197,3.14,1.58,R,3,2,hit_into_play,single,98.3
2026-09-03,1,2,1,CH,Changeup,87.1,1884,1.97,6.13,1.06,0.16,0.614,2.426,3.17,1.6,R,0,0,swinging_strike,,
2026-09-03,1,2,2,FF,4-Seam Fastball,95.7,2268,1.82,6.29,0.08,1.45,0.17,4.35,3.17,1.6,R,0,1,ball,,
2026-09-03,1,2,3,FF,4-Seam Fastball,96.5,2199,1.6,6.29,0.33,1.44,-0.553,2.5,3.17,1.6,R,1,1,foul,,74.4
2026-09-03,1,2,4,FF,4-Seam Fastball,97.5,2373,1.59,6.33,0.17,1.5,-0.158,2.521,3.17,1.6,R,1,2,foul,,75.6
2026-09-03,1,2,5,CU,Curveball,81.5,2566,1.98,6.29,-0.78,-0.17,0.124,1.196,3.17,1.6,R,1,2,ball,,
2026-09-03,1,2,6,CH,Changeup,88.5,1927,2.1,6.01,0.82,0.54,0.094,2.192,3.17,1.6,R,2,2,hit_into_play,single,96.7
2026-09-03,1,3,1,CH,Changeup,87.4,1850,2.12,6.07,0.99,-0.18,1.43,2.413,3.46,1.75,R,0,0,swinging_strike,,
2026-09-03,1,3,2,CH,Changeup,88.4,1884,2.13,6.1,0.78,0.26,1.686,2.486,3.46,1.75,R,0,1,ball,,
2026-09-03,1,3,3,FF,4-Seam Fastball,96.7,2276,1.54,6.37,0.02,1.47,-0.769,3.418,3.46,1.75,R,1,1,called_strike,,
2026-09-03,1,3,4,SL,Slider,90.4,2286,1.94,6.24,-0.46,0.29,-0.226,3.137,3.46,1.75,R,1,2,foul,,74.5
2026-09-03,1,3,5,FF,4-Seam Fastball,98.3,2368,1.61,6.34,0.16,1.38,-0.24,4.581,3.46,1.75,R,1,2,swinging_strike,strikeout,
2026-09-03,1,4,1,FF,4-Seam Fastball,97.8,2312,1.58,6.27,0.22,1.34,-0.935,2.609,3.34,1.69,R,0,0,ball,,
2026-09-03,1,4,2,FF,4-Seam Fastball,96.8,2427,1.55,6.43,0.13,1.54,-0.903,3.425,3.34,1.69,R,1,0,foul,,75.3
2026-09-03,1,4,3,CH,Changeup,87.2,1809,2.12,5.96,1.4,0.12,1.378,1.842,3.34,1.69,R,1,1,hit_into_play,single,82.5
2026-09-03,1,5,1,CH,Changeup,90.2,1960,2.05,6.09,0.93,0.66,-0.015,2.689,3.2,1.62,R,0,0,hit_into_play,double_play,102.4
2026-09-03,2,11,1,FF,4-Seam Fastball,96.2,2374,1.57,6.38,0.0,1.39,-0.971,2.631,3.1,1.56,R,0,0,foul,,93.2
2026-09-03,2,11,2,CU,Curveball,79.5,2541,1.79,6.37,-0.62,-0.36,0.597,1.781,3.1,1.56,R,0,1,called_strike,,
2026-09-03,2,11,3,FF,4-Seam Fastball,96.9,2384,1.81,6.32,0.14,1.43,0.657,3.082,3.1,1.56,R,0,2,foul_tip,strikeout,
2026-09-03,2,12,1,FF,4-Seam Fastball,97.5,2322,1.57,6.38,0.04,1.47,-0.9,2.897,3.14,1.59,R,0,0,ball,,
2026-09-03,2,12,2,SL,Slider,89.2,2063,2.06,6.16,-0.24,0.29,-0.535,2.144,3.14,1.59,R,1,0,foul,,
2026-09-03,2,12,3,FF,4-Seam Fastball,97.1,2214,1.71,6.33,0.23,1.34,-0.149,3.053,3.14,1.59,R,1,1,hit_into_play,single,98.1
2026-09-03,2,13,1,SI,Sinker,96.5,2122,1.7,6.3,1.13,0.99,-0.538,2.721,3.11,1.57,L,0,0,called_strike,,
2026-09-03,2,13,2,SI,Sinker,97.1,2072,1.81,6.29,0.99,1.09,1.522,1.144,3.11,1.57,L,0,1,ball,,
2026-09-03,2,13,3,FF,4-Seam Fastball,95.5,2244,1.49,6.4,0.24,1.39,-0.672,1.988,3.11,1.57,L,1,1,hit_into_play,field_out,84.6
2026-09-03,2,14,1,CU,Curveball,79.1,2568,1.78,6.28,-0.75,-0.3,-0.795,1.154,3.17,1.6,R,0,0,ball,,
2026-09-03,2,14,2,FF,4-Seam Fastball,95.9,2260,1.65,6.27,0.37,1.43,-0.853,2.62,3.17,1.6,R,1,0,ball,,
2026-09-03,2,14,3,SI,Sinker,95.7,2187,1.68,6.23,1.23,0.88,-0.906,1.615,3.17,1.6,R,2,0,ball,,
2026-09-03,2,14,4,FF,4-Seam Fastball,95.1,2258,1.59,6.33,0.36,1.5,-0.607,1.715,3.17,1.6,R,3,0,called_strike,,
2026-09-03,2,14,5,SL,Slider,90.3,1980,1.97,6.13,-0.08,0.48,-0.42,2.012,3.17,1.6,R,3,1,hit_into_play,single,94.2
2026-09-03,2,15,1,CU,Curveball,79.9,2486,1.94,6.28,-0.66,-0.38,0.633,2.668,3.14,1.58,R,0,0,called_strike,,
2026-09-03,2,15,2,SL,Slider,89.5,2113,2.22,6.15,-0.24,0.43,1.499,3.05,3.14,1.58,R,0,1,ball,,
2026-09-03,2,15,3,FF,4-Seam Fastball,95.6,2268,1.69,6.36,0.18,1.46,-0.055,3.884,3.14,1.58,R,1,1,ball,,
2026-09-03,2,15,4,CH,Changeup,86.5,1708,2.2,6.13,1.01,0.61,0.882,2.658,3.14,1.58,R,2,1,foul,,
2026-09-03,2,15,5,FF,4-Seam Fastball,96.9,2293,1.82,6.37,0.53,1.29,-0.253,1.741,3.14,1.58,R,2,2,called_strike,strikeout,
2026-09-03,3,20,1,FF,4-Seam Fastball,95.2,2276,1.67,6.33,-0.06,1.39,0.096,3.076,3.17,1.6,R,0,0,called_strike,,
2026-09-03,3,20,2,CU,Curveball,81.5,2584,1.78,6.33,-0.74,-0.4,-0.659,-0.029,3.17,1.6,R,0,1,ball,,
2026-09-03,3,20,3,FF,4-Seam Fastball,94.7,2334,1.83,6.41,0.42,1.51,0.668,2.737,3.17,1.6,R,1,1,hit_into_play,single,106.0
2026-09-03,3,21,1,CH,Changeup,86.8,1766,2.14,6.16,1.17,0.02,0.823,2.637,3.46,1.75,R,0,0,swinging_strike,,
2026-09-03,3,21,2,FF,4-Seam Fastball,95.1,2311,1.75,6.4,0.39,1.4,-0.513,4.563,3.46,1.75,R,0,1,ball,,
2026-09-03,3,21,3,FF,4-Seam Fastball,94.6,2256,1.72,6.25,0.37,1.32,-0.823,3.647,3.46,1.75,R,1,1,foul,,65.9
2026-09-03,3,21,4,SL,Slider,91.2,2227,2.11,6.19,-0.39,0.44,-0.137,1.677,3.46,1.75,R,1,2,called_strike,strikeout,
2026-09-03,3,22,1,CU,Curveball,80.0,2538,1.83,6.36,-0.76,-0.31,-0.372,1.668,3.34,1.69,R,0,0,called_strike,,
2026-09-03,3,22,2,SL,Slider,92.6,2256,2.17,6.07,-0.21,0.23,-0.875,1.476,3.34,1.69,R,0,1,swinging_strike,,
2026-09-03,3,22,3,SL,Slider,92.1,2276,2.08,6.2,-0.27,0.25,-1.24,0.622,3.34,1.69,R,0,2,blocked_ball,,
2026-09-03,3,22,4,FF,4-Seam Fastball,97.8,2251,1.81,6.31,0.16,1.37,0.511,3.979,3.34,1.69,R,1,2,swinging_strike,strikeout,
2026-09-03,3,23,1,FF,4-Seam Fastball,96.7,2301,1.78,6.28,0.22,1.32,-1.027,1.559,3.2,1.62,R,0,0,ball,,
2026-09-03,3,23,2,SI,Sinker,97.7,2222,1.6,6.25,0.98,1.16,-0.939,2.107,3.2,1.62,R,1,0,ball,,
2026-09-03,3,23,3,FF,4-Seam Fastball,95.9,2245,1.54,6.34,0.27,1.39,0.07,3.285,3.2,1.62,R,2,0,hit_into_play,single,101.7
2026-09-03,3,24,1,CH,Changeup,90.1,1921,2.25,6.08,1.37,0.48,0.054,2.042,3.1,1.56,R,0,0,hit_into_play,single,86.4
2026-09-03,3,25,1,CU,Curveball,80.7,2577,1.81,6.26,-0.43,-0.48,-0.09,1.077,3.14,1.59,R,0,0,ball,,
2026-09-03,3,25,2,SL,Slider,91.2,2151,2.29,6.06,-0.21,0.57,1.105,2.466,3.14,1.59,R,1,0,ball,,
2026-09-03,3,25,3,SI,Sinker,95.4,2119,1.88,6.22,1.02,1.03,-0.331,2.59,3.14,1.59,R,2,0,foul,,78.2
2026-09-03,3,25,4,CH,Changeup,87.9,1748,2.31,6.01,1.28,0.47,0.973,1.635,3.14,1.59,R,2,1,hit_into_play,field_out,59.3
2026-09-03,4,32,1,SI,Sinker,94.5,2115,1.67,6.29,1.12,0.9,-0.717,1.338,3.11,1.57,L,0,0,ball,,
2026-09-03,4,32,2,SI,Sinker,95.8,2220,1.85,6.29,1.24,0.83,-0.874,2.133,3.11,1.57,L,1,0,ball,,
2026-09-03,4,32,3,FF,4-Seam Fastball,94.0,2224,1.95,6.4,0.32,1.54,0.543,2.753,3.11,1.57,L,2,0,hit_into_play,field_out,89.6
2026-09-03,4,33,1,SL,Slider,90.0,2200,2.12,6.19,-0.19,0.6,1.394,2.232,3.17,1.6,R,0,0,ball,,
2026-09-03,4,33,2,FF,4-Seam Fastball,94.4,2261,1.72,6.4,0.34,1.4,-0.076,2.803,3.17,1.6,R,1,0,foul,,70.5
2026-09-03,4,33,3,CU,Curveball,79.4,2561,1.79,6.35,-0.91,-0.31,0.558,3.019,3.17,1.6,R,1,1,called_strike,,
2026-09-03,4,33,4,FF,4-Seam Fastball,97.1,2362,1.73,6.44,0.16,1.44,0.363,4.432,3.17,1.6,R,1,2,ball,,
2026-09-03,4,33,5,CH,Changeup,88.7,1741,2.09,6.13,1.11,0.69,0.934,0.769,3.17,1.6,R,2,2,ball,,
2026-09-03,4,33,6,FF,4-Seam Fastball,96.4,2196,1.71,6.4,0.16,1.22,-1.034,2.385,3.17,1.6,R,3,2,hit_into_play,field_out,62.5
2026-09-03,4,34,1,SL,Slider,90.1,2146,2.1,6.2,-0.2,0.46,0.712,1.6,3.14,1.58,R,0,0,called_strike,,
2026-09-03,4,34,2,CH,Changeup,88.9,1763,2.05,6.15,1.06,0.15,0.679,1.494,3.14,1.58,R,0,1,foul,,76.9
2026-09-03,4,34,3,CH,Changeup,87.7,1754,2.09,6.07,1.05,0.6,1.312,0.825,3.14,1.58,R,0,2,ball,,
2026-09-03,4,34,4,FF,4-Seam Fastball,95.9,2253,1.81,6.38,0.24,1.33,-0.536,2.352,3.14,1.58,R,1,2,hit_into_play,field_out,86.4
2026-09-03,5,38,1,FF,4-Seam Fastball,95.7,2418,1.87,6.41,0.24,1.45,-0.526,3.02,3.17,1.6,R,0,0,hit_into_play,field_out,88.9
2026-09-03,5,39,1,CU,Curveball,79.6,2629,1.91,6.3,-0.71,-0.26,0.321,2.652,3.46,1.75,R,0,0,called_strike,,
2026-09-03,5,39,2,FF,4-Seam Fastball,96.0,2387,1.69,6.42,0.28,1.42,-0.177,3.11,3.46,1.75,R,0,1,swinging_strike,,
2026-09-03,5,39,3,FF,4-Seam Fastball,98.5,2376,1.93,6.36,0.14,1.35,-0.822,3.453,3.46,1.75,R,0,2,foul,,45.1
2026-09-03,5,39,4,CH,Changeup,90.4,1840,2.28,6.12,1.23,0.23,2.593,2.552,3.46,1.75,R,0,2,ball,,
2026-09-03,5,39,5,CH,Changeup,88.6,1854,2.42,6.06,1.03,0.31,1.98,2.141,3.46,1.75,R,1,2,ball,,
2026-09-03,5,39,6,SL,Slider,92.7,2106,2.38,6.12,-0.17,0.57,0.52,3.077,3.46,1.75,R,2,2,hit_into_play,single,102.1
2026-09-03,5,40,1,FF,4-Seam Fastball,95.4,2300,1.86,6.33,0.2,1.49,-0.349,3.756,3.34,1.69,R,0,0,hit_into_play,field_out,68.9
2026-09-03,6,47,1,SI,Sinker,95.1,2241,1.91,6.26,1.22,0.9,-0.337,2.458,3.2,1.62,R,0,0,called_strike,,
2026-09-03,6,47,2,FF,4-Seam Fastball,95.5,2361,1.77,6.24,0.13,1.34,0.028,3.577,3.2,1.62,R,0,1,foul,,80.2
2026-09-03,6,47,3,FF,4-Seam Fastball,96.5,2393,1.7,6.33,0.09,1.39,0.103,2.065,3.2,1.62,R,0,2,hit_into_play,single,104.9
2026-09-03,6,48,1,SI,Sinker,96.1,2198,1.77,6.19,0.9,1.2,0.056,3.137,3.1,1.56,R,0,0,called_strike,,
2026-09-03,6,48,2,CH,Changeup,88.5,1913,2.12,6.13,0.94,0.48,0.797,1.42,3.1,1.56,R,0,1,swinging_strike,,
2026-09-03,6,48,3,FF,4-Seam Fastball,97.9,2283,1.9,6.34,0.23,1.37,0.884,3.841,3.1,1.56,R,0,2,ball,,
2026-09-03,6,48,4,CH,Changeup,89.6,2061,2.1,5.97,1.21,0.59,0.374,0.831,3.1,1.56,R,1,2,blocked_ball,,
2026-09-03,6,48,5,FF,4-Seam Fastball,95.8,2313,1.96,6.28,0.33,1.41,0.537,2.16,3.1,1.56,R,2,2,foul,,80.9
2026-09-03,6,48,6,FF,4-Seam Fastball,97.1,2186,1.86,6.21,0.11,1.33,-1.313,2.972,3.1,1.56,R,2,2,ball,,
2026-09-03,6,48,7,FF,4-Seam Fastball,96.7,2191,2.03,6.26,0.26,1.36,-0.121,2.532,3.1,1.56,R,3,2,hit_into_play,field_out,78.3
2026-09-03,6,49,1,CH,Changeup,89.4,1911,2.31,5.96,0.78,0.56,0.1,1.679,3.14,1.59,R,0,0,foul,,75.4
2026-09-03,6,49,2,FF,4-Seam Fastball,96.9,2190,1.81,6.36,0.25,1.34,0.995,4.69,3.14,1.59,R,0,1,ball,,
2026-09-03,6,49,3,CU,Curveball,81.0,2515,1.87,6.14,-0.77,-0.28,-0.217,0.407,3.14,1.59,R,1,1,blocked_ball,,
2026-09-03,6,49,4,CU,Curveball,82.0,2551,1.96,6.21,-0.6,-0.43,-0.185,1.393,3.14,1.59,R,2,1,swinging_strike,,
2026-09-03,6,49,5,FF,4-Seam Fastball,97.1,2393,1.8,6.35,0.14,1.57,0.632,3.999,3.14,1.59,R,2,2,ball,,
2026-09-03,6,49,6,SL,Slider,90.4,2103,2.5,6.09,-0.17,0.33,1.257,2.592,3.14,1.59,R,3,2,ball,walk,
2026-09-03,6,50,1,SL,Slider,91.1,2158,2.0,6.18,-0.31,0.36,-0.625,1.497,3.11,1.57,L,0,0,foul,,59.9
2026-09-03,6,50,2,SI,Sinker,97.2,2183,1.99,6.18,1.18,1.03,0.933,2.011,3.11,1.57,L,0,1,swinging_strike,,
2026-09-03,6,50,3,FF,4-Seam Fastball,97.4,2295,1.72,6.34,0.11,1.38,0.382,2.793,3.11,1.57,L,0,2,foul,,83.0
2026-09-03,6,50,4,SI,Sinker,97.9,2221,1.94,6.12,1.25,0.85,0.687,1.794,3.11,1.57,L,0,2,foul,,
2026-09-03,6,50,5,CH,Changeup,90.2,1862,2.21,5.95,0.9,0.38,-0.027,1.595,3.11,1.57,L,0,2,swinging_strike,strikeout,
